,Unnamed: 0,POINT_ID,CURRENT,FORCE,TH_ORDER,TH1,TH2,TH3,1,10,r_max_time,r_max,slope_exp,intercept_exp,assesment_txt,OK,anomaly,gap,shunt
877,877,559572,8.5,2.0,0.75 + 1.2 + 0,0.75,1.2,0.0,48,51,171.0,82.0,0.0031501072726844,3.868050903635207,OK,1,0,0,0
878,878,559573,8.5,2.0,0.75 + 1.2 + 0,0.75,1.2,0.0,144,68,132.0,93.0,-0.0033375099726927,4.973150809548693,OK,1,0,0,0
879,879,559574,8.4,2.0,0.75 + 1.2 + 0,0.75,1.2,0.0,141,79,178.0,113.0,-0.0012506896704284,4.9500105800485965,OK,1,0,0,0
880,880,559575,8.6,2.0,0.75 + 1.2 + 0,0.75,1.2,0.0,64,68,105.0,89.0,0.0031707046766583,4.155712378683013,OK,1,0,0,0
881,881,470324,8.6,2.2,0.75 + 0.8 + 1.2,0.75,0.8,1.2,58,79,160.0,111.0,0.0040823093758862,4.056360701170533,OK,1,0,0,0
882,882,170075,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,86,103,104.0,142.0,0.0048687355470655,4.449478560706442,OK,1,0,0,0
883,883,170079,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,69,89,126.0,118.0,0.0042926249589472,4.2298138796383125,OK,1,0,0,0
884,884,170081,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,72,87,183.0,107.0,0.0021767182167354,4.27448940079932,OK,1,0,0,0
885,885,170101,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,74,89,124.0,121.0,0.0039977679056306,4.30006732529854,OK,1,0,0,0
886,886,170111,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,76,87,140.0,121.0,0.0033457352900029,4.3273876049963285,OK,1,0,0,0
887,887,270039,9.0,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,90,93,54.0,106.0,0.0030873476185245,4.49672232271174,OK,1,0,0,0
888,888,170102,8.3,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,85,100,121.0,133.0,0.0037308155977619,4.438920440892555,OK,1,0,0,0
889,889,170080,9.4,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,84,87,116.0,106.0,0.0020228025675543,4.428793996275759,OK,1,0,0,0
890,890,170082,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,72,84,142.0,114.0,0.0032590945345988,4.273407024481457,OK,1,0,0,0
891,891,170096,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,75,92,122.0,110.0,0.003165225225257,4.314322888311053,OK,1,0,0,0
892,892,170072,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,81,82,141.0,122.0,0.0029255135004344,4.391523641172005,OK,1,0,0,0
893,893,170076,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,82,87,130.0,107.0,0.002062865017036,4.404656382247217,OK,1,0,0,0
894,894,335007,8.9,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,77,80,116.0,107.0,0.0028610731531149,4.340944348700569,OK,1,0,0,0
895,895,102917,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,365,167,129.0,119.0,-0.0087560457849293,5.908653399367421,OK,1,0,0,0
896,896,102920,9.4,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,352,153,143.0,97.0,-0.0090769027964416,5.872708078394538,OK,1,0,0,0
897,897,102921,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,363,149,148.0,119.0,-0.00758693429356,5.90198976855841,OK,1,0,0,0
898,898,102924,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,384,176,95.0,101.0,-0.0142076812313453,5.964850233819072,OK,1,0,0,0
899,899,102926,9.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,354,145,165.0,86.0,-0.008627741566343,5.877924654700117,OK,1,0,0,0
900,900,102928,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,357,129,150.0,109.0,-0.007962334896312,5.885698116675951,OK,1,0,0,0
901,901,102932,9.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,376,165,105.0,114.0,-0.0114749105288019,5.941064053918697,OK,1,0,0,0
902,902,102943,9.0,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,339,133,139.0,97.0,-0.0090673125280946,5.835067419908545,OK,1,0,0,0
903,903,102944,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,349,181,152.0,142.0,-0.0059552640039812,5.8610271862064085,OK,1,0,0,0
904,904,103229,9.0,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,335,175,147.0,124.0,-0.0068071847001371,5.820937716525203,OK,1,0,0,0
905,905,103233,9.0,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,336,178,144.0,119.0,-0.0072586550129487,5.824369814976153,OK,1,0,0,0
906,906,103238,9.4,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,342,135,189.0,101.0,-0.0064877139373475,5.841298450999952,OK,1,0,0,0
907,907,103379,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,286,116,97.0,134.0,-0.0078974167798848,5.6638892275997375,OK,1,0,0,0
908,908,103381,9.2,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,266,103,190.0,106.0,-0.0048680275908446,5.588364336372544,OK,1,0,0,0
909,909,103382,9.2,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,272,111,230.0,102.0,-0.0042830971747236,5.610085163470721,OK,1,0,0,0
910,910,103385,8.5,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,270,127,128.0,117.0,-0.0065846301118158,5.605006589110191,OK,1,0,0,0
911,911,103395,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,176,101,104.0,131.0,-0.0028668608916213,5.1733508559297725,OK,1,0,0,0
912,912,103397,9.75,3.0,0.75 + 1.2 + 1.2,0.75,1.2,1.2,95,97,187.0,122.0,0.0013448610383479,4.552532030562193,OK,1,0,0,0
913,913,103398,9.65,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,106,107,176.0,120.0,0.0007088722781141,4.662730221833953,OK,1,0,0,0
914,914,103403,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,179,99,164.0,121.0,-0.0024024249094724,5.189788230750227,OK,1,0,0,0
915,915,103408,8.7,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,276,110,175.0,108.0,-0.0053923542447869,5.6257932199619365,OK,1,0,0,0
916,916,103411,9.2,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,272,118,96.0,130.0,-0.007771238061478,5.613573304357476,OK,1,0,0,0
917,917,103413,9.0,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,91,92,87.0,94.0,0.0003771543692227,4.510482352147627,OK,1,0,0,0
918,918,103414,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,182,102,146.0,123.0,-0.0027022229772715,5.206708910054067,OK,1,0,0,0
919,919,103416,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,185,102,147.0,129.0,-0.0024694754843606,5.222825300562685,OK,1,0,0,0
920,920,103417,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,184,107,132.0,132.0,-0.0025353727864321,5.217471130395418,OK,1,0,0,0
921,921,103418,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,177,99,170.0,124.0,-0.0021057287986319,5.17825546137246,OK,1,0,0,0
922,922,103420,8.9,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,90,94,104.0,105.0,0.0014966085420122,4.498313061788253,OK,1,0,0,0
923,923,103421,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,181,106,94.0,124.0,-0.0040668329640945,5.202563864229921,OK,1,0,0,0
924,924,103422,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,176,102,122.0,128.0,-0.0026318490175085,5.17311584405566,OK,1,0,0,0
925,925,103423,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,178,98,166.0,120.0,-0.0023896473182426,5.184173197610328,OK,1,0,0,0
926,926,270042,9.2,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,89,90,107.0,107.0,0.0017376647616015,4.486898704970538,OK,1,0,0,0
927,927,270044,9.0,2.4,0.75 + 1.2 + 1.2,0.75,1.2,1.2,96,95,113.0,123.0,0.0022128228920051,4.562135368575831,OK,1,0,0,0
928,928,302598,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,358,165,137.0,135.0,-0.0071710162350166,5.887704002635717,OK,1,0,0,0
929,929,502648,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,209,93,119.0,112.0,-0.0052867405141501,5.347620992478961,OK,1,0,0,0
930,930,502649,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,200,93,117.0,118.0,-0.0045485581213997,5.302865924669436,OK,1,0,0,0
931,931,502662,8.6,2.6,0.75 + 1.2 + 1.2,0.75,1.2,1.2,204,111,138.0,130.0,-0.0032889455721798,5.321408939416396,OK,1,0,0,0
932,932,502663,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,81,85,102.0,127.0,0.0044528508097638,4.389996303862676,shunt,0,0,0,1
933,933,135399,8.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,267,137,30.0,136.0,-0.0232618542297999,5.610510512630049,gap,0,0,1,0
934,934,135408,9.8,2.8,0.75 + 1.2 + 1.2,0.75,1.2,1.2,249,124,166.0,127.0,-0.0040803988485219,5.52153329531323,OK,1,0,0,0
935,935,104325,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,276,128,94.0,132.0,-0.0079311714315137,5.628332037148663,OK,1,0,0,0
936,936,104330,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,253,112,98.0,122.0,-0.0075192623092192,5.540908751036739,OK,1,0,0,0
937,937,459513,9.0,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,148,80,59.0,90.0,-0.008575906955756,5.005788180719871,OK,1,0,0,0
938,938,160495,9.0,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,149,67,153.0,87.0,-0.0035397249163873,5.007486030861847,OK,1,0,0,0
939,939,459515,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,161,74,132.0,112.0,-0.0027702709441936,5.084174635928656,OK,1,0,0,0
940,940,459514,9.0,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,151,70,130.0,90.0,-0.0040113966394159,5.02129123345434,OK,1,0,0,0
941,941,459516,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,144,82,141.0,107.0,-0.0021213176079578,4.971934617183958,OK,1,0,0,0
942,942,160496,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,148,78,61.0,92.0,-0.0079237282785845,5.0051360020427,OK,1,0,0,0
943,943,159497,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,119,107,63.0,124.0,0.0006638398789275,4.778459653232602,OK,1,0,0,0
944,944,159702,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,63,119,27.0,142.0,0.0312573973542203,4.111877329037312,gap,0,0,1,0
945,945,159703,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,62,100,113.0,119.0,0.0058213313220217,4.12131305372307,OK,1,0,0,0
946,946,161192,8.6,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,148,120,122.0,102.0,-0.0030763591775193,5.0002886329416345,OK,1,0,0,0
947,947,161193,8.6,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,139,106,106.0,109.0,-0.0023154861990623,4.936789419329754,OK,1,0,0,0
948,948,360599,8.4,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,82,111,79.0,112.0,0.003997174667062,4.402722072597191,OK,1,0,0,0
949,949,359594,8.1,2.0,0.75 + 1.5 + 0,0.75,1.5,0.0,54,96,27.0,120.0,0.0307118344699142,3.95827221209436,gap,0,0,1,0
950,950,159472,9.0,2.2,0.75 + 0.8 + 1.5,0.75,0.8,1.5,71,85,36.0,92.0,0.0074031057145064,4.255276771326809,OK,1,0,0,0
951,951,459320,8.6,2.2,0.75 + 0.8 + 1.5,0.75,0.8,1.5,62,82,174.0,117.0,0.0036707488425009,4.123463636202591,OK,1,0,0,0
952,952,159977,8.6,2.2,0.75 + 0.9 + 1.5,0.75,0.9,1.5,94,100,158.0,116.0,0.0013394612027793,4.541955321067224,OK,1,0,0,0
953,953,360548,8.6,2.2,0.75 + 1 + 1.5,0.75,1.0,1.5,79,90,72.0,120.0,0.005887942117113,4.363559910349909,OK,1,0,0,0
954,954,159716,8.6,2.6,0.75 + 1 + 1.5,0.75,1.0,1.5,63,135,26.0,138.0,0.0313647583506269,4.111769968040906,gap,0,0,1,0
955,955,103440,8.8,2.8,0.75 + 1.1 + 1.5,0.75,1.1,1.5,93,92,165.0,116.0,0.0013475042558116,4.531251988897445,OK,1,0,0,0
956,956,103436,9.2,3.2,0.75 + 1.5 + 2,0.75,1.5,2.0,130,130,26.0,130.0,0.0,4.867534450455582,OK,1,0,0,0
957,957,335085,9.2,3.2,0.75 + 1.5 + 2,0.75,1.5,2.0,137,138,26.0,137.0,0.0,4.919980925828125,OK,1,0,0,0
958,958,104604,8.4,2.0,0.75 + 1.6 + 0,0.75,1.6,0.0,269,129,115.0,121.0,-0.0070080774912727,5.601719457093112,OK,1,0,0,0
959,959,559538,9.0,2.0,0.75 + 1.6 + 0,0.75,1.6,0.0,175,137,26.0,124.0,-0.013780176332739,5.178566150256254,OK,1,0,0,0
960,960,559540,8.4,2.0,0.75 + 1.6 + 0,0.75,1.6,0.0,63,89,84.0,107.0,0.0063818567237394,4.136752869667793,OK,1,0,0,0
961,961,559542,8.4,2.0,0.75 + 1.6 + 0,0.75,1.6,0.0,58,71,60.0,104.0,0.0098974218405924,4.050545588705827,OK,1,0,0,0
962,962,559580,8.4,2.0,0.75 + 1.6 + 0,0.75,1.6,0.0,61,53,130.0,87.0,0.0027522035231106,4.108121660650201,OK,1,0,0,0
963,963,559581,8.4,2.0,0.75 + 1.6 + 0,0.75,1.6,0.0,59,87,28.0,103.0,0.0206367238638487,4.056900720041871,OK,1,0,0,0
964,964,359331,8.6,2.2,0.75 + 1.8 + 0,0.75,1.8,0.0,55,74,68.0,81.0,0.0057778502901487,4.0015553349423225,OK,1,0,0,0
965,965,335080,9.0,2.4,0.75 + 1 + 1.8,0.75,1.0,1.8,57,45,170.0,89.0,0.0026365982360804,4.04041466959847,OK,1,0,0,0
966,966,335074,8.6,2.2,0.75 + 1 + 1.8,0.75,1.0,1.8,420,208,145.0,106.0,-0.0095612195636482,6.049815930841062,OK,1,0,0,0
967,967,170012,9.4,2.0,0.7 + 0.8 + 0,0.7,0.8,0.0,103,42,198.0,75.0,-0.0016103597700168,4.636339347999653,OK,1,0,0,0
968,968,470219,9.0,2.2,0.7 + 0.8 + 0.8,0.7,0.8,0.8,697,317,169.0,106.0,-0.0112103947419551,6.557995805502479,OK,1,0,0,0
969,969,570295,8.6,2.2,0.7 + 0.8 + 0.8,0.7,0.8,0.8,363,148,49.0,95.0,-0.0279276238055064,5.922330458070357,OK,1,0,0,0
970,970,160342,9.0,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,87,47,139.0,87.0,0.0,4.465908118654584,OK,1,0,0,0
971,971,160341,9.3,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,79,38,145.0,74.0,-0.0004540469393253,4.369901899406347,OK,1,0,0,0
972,972,160337,9.5,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,23,42,146.0,75.0,0.0081516820524631,3.1273425338766865,OK,1,0,0,0
973,973,160339,9.0,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,87,54,91.0,80.0,-0.0009320164886744,4.466840135143258,OK,1,0,0,0
974,974,111113,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,236,91,110.0,89.0,-0.0089467471127841,5.4727785521383945,OK,1,0,0,0
975,975,111114,9.0,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,236,91,110.0,89.0,-0.0089467471127841,5.4727785521383945,OK,1,0,0,0
976,976,259340,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,79,59,95.0,87.0,0.0010261730445485,4.368421679422473,OK,1,0,0,0
977,977,359719,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,81,65,91.0,91.0,0.0012934483538267,4.393155706318613,OK,1,0,0,0
978,978,259291,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,100,72,84.0,102.0,0.0002385858710382,4.6049316001170535,OK,1,0,0,0
979,979,359717,9.5,2.4,0.75 + 0.8 + 0,0.75,0.8,0.0,68,48,43.0,74.0,0.0020132711435253,4.217494434032582,OK,1,0,0,0
980,980,259342,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,78,59,133.0,81.0,0.0002859115756276,4.356422915113964,OK,1,0,0,0
981,981,359132,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,79,58,85.0,91.0,0.0016834720720217,4.367764380395,OK,1,0,0,0
982,982,459308,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,77,52,108.0,85.0,0.0009237928470713,4.342881629006613,OK,1,0,0,0
983,983,159847,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,192,105,45.0,95.0,-0.0159913291006191,5.273486701128401,OK,1,0,0,0
984,984,160202,8.1,2.8,0.75 + 0.8 + 0,0.75,0.8,0.0,62,66,66.0,78.0,0.0035319144868384,4.123602470558253,OK,1,0,0,0
985,985,160204,8.1,2.8,0.75 + 0.8 + 0,0.75,0.8,0.0,64,62,104.0,85.0,0.0027550308070936,4.156128052552578,OK,1,0,0,0
986,986,160212,7.9,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,53,50,105.0,80.0,0.0039589877030938,3.966332925849028,OK,1,0,0,0
987,987,160472,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,134,77,88.0,87.0,-0.0049647319689233,4.902804531919834,OK,1,0,0,0
988,988,160477,9.0,2.3,0.75 + 0.8 + 0,0.75,0.8,0.0,159,69,76.0,76.0,-0.0098422781591186,5.07874648037935,OK,1,0,0,0
989,989,160484,9.0,2.3,0.75 + 0.8 + 0,0.75,0.8,0.0,158,97,26.0,80.0,-0.0272227359341234,5.08981776896109,OK,1,0,0,0
990,990,170334,9.2,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,75,50,49.0,66.0,-0.0026631952397892,4.320151308776099,OK,1,0,0,0
991,991,459503,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,158,70,42.0,94.0,-0.01266585977456,5.075260892801527,OK,1,0,0,0
992,992,259158,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,90,79,109.0,115.0,0.0022696523891943,4.497540017941071,OK,1,0,0,0
993,993,459505,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,161,96,26.0,90.0,-0.0232637877861679,5.104668152770631,OK,1,0,0,0
994,994,270118,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,76,50,49.0,67.0,-0.0026258483519867,4.333359188638318,OK,1,0,0,0
995,995,459507,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,150,85,42.0,81.0,-0.0150289302298491,5.025664224326104,OK,1,0,0,0
996,996,359096,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,232,104,83.0,88.0,-0.011821958014489,5.458559329680799,OK,1,0,0,0
997,997,359098,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,208,106,34.0,91.0,-0.0250508658540747,5.362588945555393,OK,1,0,0,0
998,998,359099,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,211,96,75.0,94.0,-0.0109265317730549,5.362784665249121,OK,1,0,0,0
999,999,370056,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,76,52,70.0,80.0,0.0007433810780804,4.329989959208251,OK,1,0,0,0
1000,1000,370059,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,74,60,72.0,89.0,0.0025995954440559,4.301465497760114,OK,1,0,0,0
1001,1001,370064,9.2,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,66,49,103.0,84.0,0.0023643338903616,4.187290408136064,OK,1,0,0,0
1002,1002,370065,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,74,54,60.0,83.0,0.0019453477049564,4.302119745499214,OK,1,0,0,0
1003,1003,370073,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,74,51,59.0,78.0,0.0009076505773348,4.303157442626835,OK,1,0,0,0
1004,1004,370076,8.5,2.2,0.75 + 0.8 + 0,0.75,0.8,0.0,82,45,77.0,79.0,-0.0004904130894372,4.407209660353691,OK,1,0,0,0
1005,1005,370198,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,70,45,112.0,89.0,0.0021634335827277,4.246331808466632,OK,1,0,0,0
1006,1006,370486,9.0,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,81,78,26.0,87.0,0.0028583585592857,4.391590796113153,OK,1,0,0,0
1007,1007,370487,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,73,52,60.0,86.0,0.0027777602560189,4.287681680892372,OK,1,0,0,0
1008,1008,459568,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,161,65,104.0,89.0,-0.0057550290801196,5.087159394064583,OK,1,0,0,0
1009,1009,460590,9.0,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,187,84,109.0,102.0,-0.005612368551577,5.236720985406164,OK,1,0,0,0
1010,1010,470284,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,73,45,99.0,86.0,0.001672325052093,4.288787116096298,OK,1,0,0,0
1011,1011,470287,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,70,61,31.0,80.0,0.0044510464208173,4.2440441956285415,OK,1,0,0,0
1012,1012,470289,9.2,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,67,52,136.0,87.0,0.0019349296241749,4.20275768976679,OK,1,0,0,0
1013,1013,135140,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,72,69,48.0,83.0,0.0030249891229902,4.273641129893065,OK,1,0,0,0
1014,1014,135227,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,252,94,84.0,79.0,-0.0139756775306554,5.543404765042079,OK,1,0,0,0
1015,1015,135230,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,268,96,61.0,91.0,-0.0180021245665667,5.608989105077423,OK,1,0,0,0
1016,1016,135231,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,234,82,122.0,78.0,-0.0090794404022157,5.464400555759918,OK,1,0,0,0
1017,1017,135232,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,238,84,100.0,83.0,-0.0106407077361098,5.482911381407585,OK,1,0,0,0
1018,1018,135233,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,232,92,63.0,97.0,-0.0140649418252085,5.460802313491518,OK,1,0,0,0
1019,1019,135238,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,233,90,41.0,77.0,-0.0276808257928004,5.478719279358501,OK,1,0,0,0
1020,1020,135239,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,165,82,99.0,78.0,-0.0076452719103162,5.113590745810897,OK,1,0,0,0
1021,1021,135240,8.8,2.4,0.75 + 0.8 + 0,0.75,0.8,0.0,161,80,89.0,70.0,-0.0094648763969898,5.090869241381453,OK,1,0,0,0
1022,1022,135245,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,236,88,67.0,91.0,-0.0144389742198297,5.47827077924544,OK,1,0,0,0
1023,1023,135254,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,238,89,59.0,72.0,-0.0206138716319899,5.492884545303465,OK,1,0,0,0
1024,1024,135256,9.6,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,256,81,107.0,74.0,-0.0117086070875037,5.556886051567066,OK,1,0,0,0
1025,1025,135257,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,247,90,91.0,84.0,-0.0119841281976073,5.521372464825585,OK,1,0,0,0
1026,1026,135258,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,240,91,77.0,79.0,-0.0146209351430917,5.495259858485083,OK,1,0,0,0
1027,1027,135259,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,242,93,82.0,80.0,-0.0136655690306519,5.502603295187338,OK,1,0,0,0
1028,1028,135260,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,254,99,66.0,76.0,-0.0185630911804954,5.555897358199032,OK,1,0,0,0
1029,1029,135261,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,242,88,88.0,80.0,-0.0127231159940552,5.501660842150742,OK,1,0,0,0
1030,1030,135262,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,240,92,81.0,83.0,-0.0132724789443174,5.493911402286309,OK,1,0,0,0
1031,1031,135263,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,236,91,91.0,82.0,-0.0117456950862373,5.475577500111847,OK,1,0,0,0
1032,1032,135264,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,241,94,71.0,79.0,-0.0159335583003376,5.500730491790993,OK,1,0,0,0
1033,1033,135265,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,247,92,74.0,83.0,-0.0149390099839914,5.524327346611969,OK,1,0,0,0
1034,1034,135266,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,255,96,68.0,83.0,-0.0167525811546541,5.55801612631308,OK,1,0,0,0
1035,1035,135268,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,250,111,71.0,85.0,-0.0154115665910275,5.536872484453274,OK,1,0,0,0
1036,1036,135269,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,270,95,71.0,82.0,-0.0170243244533445,5.615446283451719,OK,1,0,0,0
1037,1037,135270,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,259,93,104.0,80.0,-0.0114058390973364,5.568233900796874,OK,1,0,0,0
1038,1038,135271,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,236,91,110.0,89.0,-0.0089467471127841,5.4727785521383945,OK,1,0,0,0
1039,1039,135272,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,244,100,92.0,85.0,-0.0115880985582734,5.508756323851475,OK,1,0,0,0
1040,1040,459571,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,141,60,112.0,81.0,-0.0049937904117633,4.953753680789932,OK,1,0,0,0
1041,1041,160453,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,120,44,143.0,76.0,-0.0032166084682796,4.790708351250325,OK,1,0,0,0
1042,1042,360516,9.3,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,42,73,92.0,96.0,0.009084379925104,3.728585238358265,OK,1,0,0,0
1043,1043,459569,9.2,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,68,67,28.0,73.0,0.0026278420730475,4.21687986310306,OK,1,0,0,0
1044,1044,160446,9.4,2.0,0.75 + 0.8 + 0,0.75,0.8,0.0,160,67,71.0,103.0,-0.0062920689572027,5.081465884191029,OK,1,0,0,0
